NAME,SHORTNAME,PROVIDER,PLACE,TYPE,SUB_TYPE,INDEX_PARENT,COMPO_PARENT,MEP,COMPO,DOWNLOAD,MNEMO,CODE,ISIN,REUTERS,BLOOMBERG,YAHOO,GOOGLE,LAUNCH,NB,CURR,CALCUL,FREQUENCY,PRICE,WEIGHTING,FLOAT,SHARES,CAPPING,BASE_VALUE,BASE_DATE,BASE_CAPI,HISTORY,CONTINENT,ORD,WEBSITE,URL_IDX,URL_CMP,LAST_UPDATE,CRITERIA,REV_COMPO,REV_FLOAT,ARR_FLOAT,FUTURES,OPTIONS,ETF,LEVEL3
STOXX EUROPE 600 NC OIL & GAS  NR (USD),STXE 600 NC OIL&GAS USD (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXEBV,CH0113194580,CH0113194580,.SXEBV,SXEBV,,, 2010/08/16,,USD,D,C,NR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC PERSONAL & HOUSEHOLD GOODS  PR (EUR),STXE 600 NC PR&HO GD EUR (PR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXQBP,CH0113194598,CH0113194598,.SXQBP,SXQBP,,, 2010/08/16,,EUR,R,15s,PR,,,,,109.97, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC PERSONAL & HOUSEHOLD GOODS  PR (USD),STXE 600 NC PR&HO GD USD (PR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXQBL,CH0113194606,CH0113194606,.SXQBL,SXQBL,,, 2010/08/16,,USD,D,C,PR,,,,,111.03, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC PERSONAL & HOUSEHOLD GOODS  NR (EUR),STXE 600 NC PR&HO GD EUR (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXQBR,CH0113194614,CH0113194614,.SXQBR,SXQBR,,, 2010/08/16,,EUR,D,C,NR,,,,,110.37, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC PERSONAL & HOUSEHOLD GOODS  NR (USD),STXE 600 NC PR&HO GD USD (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXQBV,CH0113194622,CH0113194622,.SXQBV,SXQBV,,, 2010/08/16,,USD,D,C,NR,,,,,111.42, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC REAL ESTATE  PR (EUR),STXE 600 NC REA ES EUR (PR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SX86BP,CH0113194630,CH0113194630,.SX86BP,SX86BP,,, 2010/08/16,,EUR,R,15s,PR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC REAL ESTATE  PR (USD),STXE 600 NC REA ES USD (PR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SX86BL,CH0113194648,CH0113194648,.SX86BL,SX86BL,,, 2010/08/16,,USD,D,C,PR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC REAL ESTATE  NR (EUR),STXE 600 NC REA ES EUR (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SX86BR,CH0113194655,CH0113194655,.SX86BR,SX86BR,,, 2010/08/16,,EUR,D,C,NR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC REAL ESTATE  NR (USD),STXE 600 NC REA ES USD (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SX86BV,CH0113194663,CH0113194663,.SX86BV,SX86BV,,, 2010/08/16,,USD,D,C,NR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC RETAIL  PR (EUR),STXE 600 NC RETAIL EUR (PR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXRBP,CH0113194671,CH0113194671,.SXRBP,SXRBP,,, 2010/08/16,,EUR,R,15s,PR,,,,,121.85, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC RETAIL  PR (USD),STXE 600 NC RETAIL USD (PR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXRBL,CH0113194689,CH0113194689,.SXRBL,SXRBL,,, 2010/08/16,,USD,D,C,PR,,,,,122.96, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC RETAIL  NR (EUR),STXE 600 NC RETAIL EUR (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXRBR,CH0113194697,CH0113194697,.SXRBR,SXRBR,,, 2010/08/16,,EUR,D,C,NR,,,,,124.32, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC RETAIL  NR (USD),STXE 600 NC RETAIL USD (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXRBV,CH0113194705,CH0113194705,.SXRBV,SXRBV,,, 2010/08/16,,USD,D,C,NR,,,,,125.43, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC TECHNOLOGY   PR (EUR),STXE 600 NC TECH EUR (PR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SX8BP,CH0113194713,CH0113194713,.SX8BP,SX8BP,,, 2010/08/16,,EUR,R,15s,PR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC TECHNOLOGY   PR (USD),STXE 600 NC TECH USD (PR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SX8BL,CH0113194721,CH0113194721,.SX8BL,SX8BL,,, 2010/08/16,,USD,D,C,PR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC TECHNOLOGY   NR (EUR),STXE 600 NC TECH EUR (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SX8BR,CH0113194739,CH0113194739,.SX8BR,SX8BR,,, 2010/08/16,,EUR,D,C,NR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC TECHNOLOGY   NR (USD),STXE 600 NC TECH USD (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SX8BV,CH0113194747,CH0113194747,.SX8BV,SX8BV,,, 2010/08/16,,USD,D,C,NR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC TELECOMMUNICATIONS   PR (EUR),STXE 600 NC TELECOM EUR (PR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXKBP,CH0113194754,CH0113194754,.SXKBP,SXKBP,,, 2010/08/16,,EUR,R,15s,PR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC TELECOMMUNICATIONS   PR (USD),STXE 600 NC TELECOM USD (PR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXKBL,CH0113194762,CH0113194762,.SXKBL,SXKBL,,, 2010/08/16,,USD,D,C,PR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC TELECOMMUNICATIONS   NR (EUR),STXE 600 NC TELECOM EUR (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXKBR,CH0113194770,CH0113194770,.SXKBR,SXKBR,,, 2010/08/16,,EUR,D,C,NR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC TELECOMMUNICATIONS   NR (USD),STXE 600 NC TELECOM USD (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXKBV,CH0113194788,CH0113194788,.SXKBV,SXKBV,,, 2010/08/16,,USD,D,C,NR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC TRAVEL & LEISURE  PR (EUR),STXE 600 NC TRV&LSR EUR (PR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXTBP,CH0113194796,CH0113194796,.SXTBP,SXTBP,,, 2010/08/16,,EUR,R,15s,PR,,,,,79.13, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC TRAVEL & LEISURE  PR (USD),STXE 600 NC TRV&LSR USD (PR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXTBL,CH0113194804,CH0113194804,.SXTBL,SXTBL,,, 2010/08/16,,USD,D,C,PR,,,,,79.82, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC TRAVEL & LEISURE  NR (EUR),STXE 600 NC TRV&LSR EUR (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXTBR,CH0113194812,CH0113194812,.SXTBR,SXTBR,,, 2010/08/16,,EUR,D,C,NR,,,,,77.02, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC TRAVEL & LEISURE  NR (USD),STXE 600 NC TRV&LSR USD (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SXTBV,CH0113194820,CH0113194820,.SXTBV,SXTBV,,, 2010/08/16,,USD,D,C,NR,,,,,77.6, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC UTILITIES   PR (EUR),STXE 600 NC UTIL EUR (PR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SX6BP,CH0113194838,CH0113194838,.SX6BP,SX6BP,,, 2010/08/16,,EUR,R,15s,PR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC UTILITIES   PR (USD),STXE 600 NC UTIL USD (PR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SX6BL,CH0113194846,CH0113194846,.SX6BL,SX6BL,,, 2010/08/16,,USD,D,C,PR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC UTILITIES   NR (EUR),STXE 600 NC UTIL EUR (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SX6BR,CH0113194853,CH0113194853,.SX6BR,SX6BR,,, 2010/08/16,,EUR,D,C,NR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 NC UTILITIES   NR (USD),STXE 600 NC UTIL USD (NR),STOXX,,EQUITY,Sector,,,,,STOXXCOM,SX6BV,CH0113194861,CH0113194861,.SX6BV,SX6BV,,, 2010/08/16,,USD,D,C,NR,,,,,100, 1991/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 OPTIMISED CONSUMER DISCRETIONARY NR (USD),STXE 600 OPT CON DISCR USD (NR),STOXX,,,,,,,,STOXXCOM,SCONDV,CH0113195272,CH0113195272,.SCONDV,SCONDV,,, 2010/06/08,,USD,D,C,NR,,,,,1000, 2004/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 OPTIMISED CONSUMER DISCRETIONARY PR (USD),STXE 600 OPT CON DISCR USD (PR),STOXX,,,,,,,,STOXXCOM,SCONL,CH0113195280,CH0113195280,.SCONL,SCONL,,, 2010/06/08,,USD,D,C,PR,,,,,1000, 2004/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 OPTIMISED CONSUMER STAPLES NR (USD),STXE 600 OPT CON STAPL USD (NR),STOXX,,,,,,,,STOXXCOM,SCOSTV,CH0113195298,CH0113195298,.SCOSTV,SCOSTV,,, 2010/06/08,,USD,D,C,NR,,,,,1000, 2004/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 OPTIMISED CONSUMER STAPLES PR (USD),STXE 600 OPT CON STAPL USD (PR),STOXX,,,,,,,,STOXXCOM,SCOSL,CH0113195306,CH0113195306,.SCOSL,SCOSL,,, 2010/06/08,,USD,D,C,PR,,,,,1000, 2004/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 OPTIMISED CYCLICALS NR (USD),STXE 600 OPT CYCLICALS USD (NR),STOXX,,,,,,,,STOXXCOM,SCYCV,CH0113195314,CH0113195314,.SCYCV,SCYCV,,, 2010/06/08,,USD,D,C,NR,,,,,1000, 2004/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 OPTIMISED CYCLICALS PR (USD),STXE 600 OPT CYCLICALS USD (PR),STOXX,,,,,,,,STOXXCOM,SCYL,CH0113195322,CH0113195322,.SCYL,SCYL,,, 2010/06/08,,USD,D,C,PR,,,,,1000, 2004/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 OPTIMISED DEFENSIVES NR (USD),STXE 600 OPT DEFENS USD (NR),STOXX,,,,,,,,STOXXCOM,SDEFNV,CH0113195330,CH0113195330,.SDEFNV,SDEFNV,,, 2010/06/08,,USD,D,C,NR,,,,,1000, 2004/12/31,,,,,,,,,,,,,,,,
STOXX EUROPE 600 OPTIMISED DEFENSIVES PR (USD),STXE 600 OPT DEFENS USD (PR),STOXX,,,,,,,,STOXXCOM,SDEFL,CH0113195348,CH0113195348,.SDEFL,SDEFL,,, 2010/06/08,,USD,D,C,PR,,,,,1000, 2004/12/31,,,,,,,,,,,,,,,,
STOXX GLOBAL TOTAL MARKET PR (EUR),STX GLB TM EUR (PR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TW1P,CH0114207811,CH0114207811,.TW1P,TW1P,,, 2011/02/21,,EUR,R,15s,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX GLOBAL TOTAL MARKET PR (USD),STX GLB TM USD (PR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TW1L,CH0114207829,CH0114207829,.TW1L,TW1L,,, 2011/02/21,,USD,D,C,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX GLOBAL TOTAL MARKET NR (EUR),STX GLB TM EUR (NR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TW1R,CH0114207837,CH0114207837,.TW1R,TW1R,,, 2011/02/21,,EUR,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX GLOBAL TOTAL MARKET NR (USD),STX GLB TM USD (NR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TW1V,CH0114207845,CH0114207845,.TW1V,TW1V,,, 2011/02/21,,USD,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX GLOBAL TOTAL MARKET TR (EUR),STX GLB TM EUR (TR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TW1GR,CH0114207852,CH0114207852,.TW1GR,TW1GR,,, 2011/02/21,,EUR,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX GLOBAL TOTAL MARKET TR (USD),STX GLB TM USD (TR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TW1GV,CH0114207860,CH0114207860,.TW1GV,TW1GV,,, 2011/02/21,,USD,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX ASIA TOTAL MARKET PR (EUR),STX AS TM EUR (PR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TA1E,CH0114208058,CH0114208058,.TA1E,TA1E,,, 2011/02/21,,EUR,R,15s,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX ASIA TOTAL MARKET PR (USD),STX AS TM USD (PR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TA1K,CH0114208066,CH0114208066,.TA1K,TA1K,,, 2011/02/21,,USD,D,C,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX ASIA TOTAL MARKET NR (EUR),STX AS TM EUR (NR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TA1T,CH0114208074,CH0114208074,.TA1T,TA1T,,, 2011/02/21,,EUR,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX ASIA TOTAL MARKET NR (USD),STX AS TM USD (NR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TA1U,CH0114208082,CH0114208082,.TA1U,TA1U,,, 2011/02/21,,USD,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX ASIA TOTAL MARKET TR (EUR),STX AS TM EUR (TR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TA1GT,CH0114208090,CH0114208090,.TA1GT,TA1GT,,, 2011/02/21,,EUR,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX ASIA TOTAL MARKET TR (USD),STX AS TM USD (TR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TA1GU,CH0114208108,CH0114208108,.TA1GU,TA1GU,,, 2011/02/21,,USD,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX AMERICAS TOTAL MARKET PR (EUR),STX AM TM EUR (PR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TAM1P,CH0114208538,CH0114208538,.TAM1P,TAM1P,,, 2011/02/21,,EUR,R,15s,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX AMERICAS TOTAL MARKET PR (USD),STX AM TM USD (PR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TAM1L,CH0114208546,CH0114208546,.TAM1L,TAM1L,,, 2011/02/21,,USD,D,C,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX AMERICAS TOTAL MARKET NR (EUR),STX AM TM EUR (NR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TAM1R,CH0114208553,CH0114208553,.TAM1R,TAM1R,,, 2011/02/21,,EUR,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX AMERICAS TOTAL MARKET NR (USD),STX AM TM USD (NR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TAM1V,CH0114208561,CH0114208561,.TAM1V,TAM1V,,, 2011/02/21,,USD,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX AMERICAS TOTAL MARKET TR (EUR),STX AM TM EUR (TR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TAM1GR,CH0114208579,CH0114208579,.TAM1GR,TAM1GR,,, 2011/02/21,,EUR,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX AMERICAS TOTAL MARKET TR (USD),STX AM TM USD (TR),STOXX,,EQUITY,Benchmark,,,,,STOXXCOM,TAM1GV,CH0114208587,CH0114208587,.TAM1GV,TAM1GV,,, 2011/02/21,,USD,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX AUSTRALIA TOTAL MARKET PR (EUR),STX AU TM EUR (PR),STOXX,,,,,,,,STOXXCOM,TCAUP,CH0114208777,CH0114208777,.TCAUP,TCAUP,,, 2011/02/21,,EUR,R,15s,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX AUSTRALIA TOTAL MARKET PR (USD),STX AU TM USD (PR),STOXX,,,,,,,,STOXXCOM,TCAUL,CH0114208785,CH0114208785,.TCAUL,TCAUL,,, 2011/02/21,,USD,D,C,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX AUSTRALIA TOTAL MARKET NR (EUR),STX AU TM EUR (NR),STOXX,,,,,,,,STOXXCOM,TCAUR,CH0114208793,CH0114208793,.TCAUR,TCAUR,,, 2011/02/21,,EUR,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX AUSTRALIA TOTAL MARKET NR (USD),STX AU TM USD (NR),STOXX,,,,,,,,STOXXCOM,TCAUV,CH0114208801,CH0114208801,.TCAUV,TCAUV,,, 2011/02/21,,USD,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX AUSTRALIA TOTAL MARKET TR (EUR),STX AU TM EUR (TR),STOXX,,,,,,,,STOXXCOM,TCAUGR,CH0114208819,CH0114208819,.TCAUGR,TCAUGR,,, 2011/02/21,,EUR,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX AUSTRALIA TOTAL MARKET TR (USD),STX AU TM USD (TR),STOXX,,,,,,,,STOXXCOM,TCAUGV,CH0114208827,CH0114208827,.TCAUGV,TCAUGV,,, 2011/02/21,,USD,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX SINGAPORE TOTAL MARKET PR (EUR),STX SG TM EUR (PR),STOXX,,,,,,,,STOXXCOM,TCSGP,CH0114208835,CH0114208835,.TCSGP,TCSGP,,, 2011/02/21,,EUR,R,15s,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX SINGAPORE TOTAL MARKET PR (USD),STX SG TM USD (PR),STOXX,,,,,,,,STOXXCOM,TCSGL,CH0114208843,CH0114208843,.TCSGL,TCSGL,,, 2011/02/21,,USD,D,C,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX SINGAPORE TOTAL MARKET NR (EUR),STX SG TM EUR (NR),STOXX,,,,,,,,STOXXCOM,TCSGR,CH0114208850,CH0114208850,.TCSGR,TCSGR,,, 2011/02/21,,EUR,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX SINGAPORE TOTAL MARKET NR (USD),STX SG TM USD (NR),STOXX,,,,,,,,STOXXCOM,TCSGV,CH0114208868,CH0114208868,.TCSGV,TCSGV,,, 2011/02/21,,USD,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX SINGAPORE TOTAL MARKET TR (EUR),STX SG TM EUR (TR),STOXX,,,,,,,,STOXXCOM,TCSGGR,CH0114208876,CH0114208876,.TCSGGR,TCSGGR,,, 2011/02/21,,EUR,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX SINGAPORE TOTAL MARKET TR (USD),STX SG TM USD (TR),STOXX,,,,,,,,STOXXCOM,TCSGGV,CH0114208884,CH0114208884,.TCSGGV,TCSGGV,,, 2011/02/21,,USD,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX HONG KONG TOTAL MARKET PR (EUR),STX HK TM EUR (PR),STOXX,,,,,,,,STOXXCOM,TCHKP,CH0114208892,CH0114208892,.TCHKP,TCHKP,,, 2011/02/21,,EUR,R,15s,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX HONG KONG TOTAL MARKET PR (USD),STX HK TM USD (PR),STOXX,,,,,,,,STOXXCOM,TCHKL,CH0114208900,CH0114208900,.TCHKL,TCHKL,,, 2011/02/21,,USD,D,C,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX HONG KONG TOTAL MARKET NR (EUR),STX HK TM EUR (NR),STOXX,,,,,,,,STOXXCOM,TCHKR,CH0114208918,CH0114208918,.TCHKR,TCHKR,,, 2011/02/21,,EUR,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX HONG KONG TOTAL MARKET NR (USD),STX HK TM USD (NR),STOXX,,,,,,,,STOXXCOM,TCHKV,CH0114208926,CH0114208926,.TCHKV,TCHKV,,, 2011/02/21,,USD,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX HONG KONG TOTAL MARKET TR (EUR),STX HK TM EUR (TR),STOXX,,,,,,,,STOXXCOM,TCHKGR,CH0114208934,CH0114208934,.TCHKGR,TCHKGR,,, 2011/02/21,,EUR,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX HONG KONG TOTAL MARKET TR (USD),STX HK TM USD (TR),STOXX,,,,,,,,STOXXCOM,TCHKGV,CH0114208942,CH0114208942,.TCHKGV,TCHKGV,,, 2011/02/21,,USD,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX JAPAN TOTAL MARKET PR (EUR),STX JP TM EUR (PR),STOXX,,,,,,,,STOXXCOM,TCJPP,CH0114208959,CH0114208959,.TCJPP,TCJPP,,, 2011/02/21,,EUR,R,15s,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX JAPAN TOTAL MARKET PR (USD),STX JP TM USD (PR),STOXX,,,,,,,,STOXXCOM,TCJPL,CH0114208967,CH0114208967,.TCJPL,TCJPL,,, 2011/02/21,,USD,D,C,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX JAPAN TOTAL MARKET NR (EUR),STX JP TM EUR (NR),STOXX,,,,,,,,STOXXCOM,TCJPR,CH0114208975,CH0114208975,.TCJPR,TCJPR,,, 2011/02/21,,EUR,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX JAPAN TOTAL MARKET NR (USD),STX JP TM USD (NR),STOXX,,,,,,,,STOXXCOM,TCJPV,CH0114208983,CH0114208983,.TCJPV,TCJPV,,, 2011/02/21,,USD,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX JAPAN TOTAL MARKET TR (EUR),STX JP TM EUR (TR),STOXX,,,,,,,,STOXXCOM,TCJPGR,CH0114208991,CH0114208991,.TCJPGR,TCJPGR,,, 2011/02/21,,EUR,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX JAPAN TOTAL MARKET TR (USD),STX JP TM USD (TR),STOXX,,,,,,,,STOXXCOM,TCJPGV,CH0114209007,CH0114209007,.TCJPGV,TCJPGV,,, 2011/02/21,,USD,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX NEW ZEALAND TOTAL MARKET PR (EUR),STX NZ TM EUR (PR),STOXX,,,,,,,,STOXXCOM,TCNZP,CH0114209015,CH0114209015,.TCNZP,TCNZP,,, 2011/02/21,,EUR,R,15s,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX NEW ZEALAND TOTAL MARKET PR (USD),STX NZ TM USD (PR),STOXX,,,,,,,,STOXXCOM,TCNZL,CH0114209023,CH0114209023,.TCNZL,TCNZL,,, 2011/02/21,,USD,D,C,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX NEW ZEALAND TOTAL MARKET NR (EUR),STX NZ TM EUR (NR),STOXX,,,,,,,,STOXXCOM,TCNZR,CH0114209031,CH0114209031,.TCNZR,TCNZR,,, 2011/02/21,,EUR,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX NEW ZEALAND TOTAL MARKET NR (USD),STX NZ TM USD (NR),STOXX,,,,,,,,STOXXCOM,TCNZV,CH0114209049,CH0114209049,.TCNZV,TCNZV,,, 2011/02/21,,USD,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX NEW ZEALAND TOTAL MARKET TR (EUR),STX NZ TM EUR (TR),STOXX,,,,,,,,STOXXCOM,TCNZGR,CH0114209056,CH0114209056,.TCNZGR,TCNZGR,,, 2011/02/21,,EUR,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX NEW ZEALAND TOTAL MARKET TR (USD),STX NZ TM USD (TR),STOXX,,,,,,,,STOXXCOM,TCNZGV,CH0114209064,CH0114209064,.TCNZGV,TCNZGV,,, 2011/02/21,,USD,D,C,TR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX CANADA TOTAL MARKET PR (EUR),STX CA TM EUR (PR),STOXX,,,,,,,,STOXXCOM,TCCAP,CH0114209072,CH0114209072,.TCCAP,TCCAP,,, 2011/02/21,,EUR,R,15s,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX CANADA TOTAL MARKET PR (USD),STX CA TM USD (PR),STOXX,,,,,,,,STOXXCOM,TCCAL,CH0114209080,CH0114209080,.TCCAL,TCCAL,,, 2011/02/21,,USD,D,C,PR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
STOXX CANADA TOTAL MARKET NR (EUR),STX CA TM EUR (NR),STOXX,,,,,,,,STOXXCOM,TCCAR,CH0114209098,CH0114209098,.TCCAR,TCCAR,,, 2011/02/21,,EUR,D,C,NR,,,,,100, 2011/01/31,,,,,,,,,,,,,,,,
